"Strike","Days to Expiry","Price"
23,1,0
24.8461538461538,1,0
26.6923076923077,1,0
28.5384615384615,1,0
30.3846153846154,1,0
32.2307692307692,1,0
34.0769230769231,1,0
35.9230769230769,1,0
37.7692307692308,1,0
39.6153846153846,1,0
41.4615384615385,1,0
43.3076923076923,1,0
45.1538461538462,1,0
47,1,0
48.8461538461538,1,0
50.6923076923077,1,0.0212587412587413
52.5384615384615,1,0.0246153846153846
54.3846153846154,1,0.027972027972028
56.2307692307692,1,0.0207692307692307
58.0769230769231,1,0.0115384615384616
59.9230769230769,1,0.0369230769230771
61.7692307692308,1,0.0207692307692309
63.6153846153846,1,0.01
65.4615384615385,1,0.012307692307692
67.3076923076923,1,0.0261538461538461
69.1538461538462,1,0.451538461538466
71,1,1.96
72.8461538461538,1,4.10092307692307
74.6923076923077,1,5.38584615384615
76.5384615384615,1,5.14206934731935
78.3846153846154,1,4.89829254079254
80.2307692307692,1,4.65451573426573
82.0769230769231,1,4.41073892773893
83.9230769230769,1,4.16696212121212
85.7692307692308,1,3.92318531468532
87.6153846153846,1,3.67940850815851
89.4615384615385,1,3.4356317016317
91.3076923076923,1,3.1918548951049
93.1538461538462,1,2.94807808857809
95,1,2.70430128205128
23,16.974358974359,2.46052447552448
24.8461538461538,16.974358974359,2.21674766899767
26.6923076923077,16.974358974359,1.97297086247086
28.5384615384615,16.974358974359,1.72919405594406
30.3846153846154,16.974358974359,1.48541724941725
32.2307692307692,16.974358974359,1.24164044289044
34.0769230769231,16.974358974359,0.997863636363636
35.9230769230769,16.974358974359,0.75408682983683
37.7692307692308,16.974358974359,0.510310023310024
39.6153846153846,16.974358974359,0.266533216783217
41.4615384615385,16.974358974359,0.0227564102564102
43.3076923076923,16.974358974359,0.013525641025641
45.1538461538462,16.974358974359,0.0110535117056856
47,16.974358974359,0.0185897435897436
48.8461538461538,16.974358974359,0.0351282051282051
50.6923076923077,16.974358974359,0.0410769230769231
52.5384615384615,16.974358974359,0.0382051282051282
54.3846153846154,16.974358974359,0.0382051282051282
56.2307692307692,16.974358974359,0.0535897435897436
58.0769230769231,16.974358974359,0.0471794871794872
59.9230769230769,16.974358974359,0.0435897435897431
61.7692307692308,16.974358974359,0.0202564102564102
63.6153846153846,16.974358974359,0.0364102564102565
65.4615384615385,16.974358974359,0.113333333333333
67.3076923076923,16.974358974359,0.357435897435897
69.1538461538462,16.974358974359,1.11461538461539
71,16.974358974359,2.02
72.8461538461538,16.974358974359,4.45692307692306
74.6923076923077,16.974358974359,6.56153846153846
76.5384615384615,16.974358974359,8.57384615384616
78.3846153846154,16.974358974359,10.7527090301003
80.2307692307692,16.974358974359,13.0976282051282
82.0769230769231,16.974358974359,15.4422435897436
83.9230769230769,16.974358974359,17.786858974359
85.7692307692308,16.974358974359,20.1314743589744
87.6153846153846,16.974358974359,22.4760897435897
89.4615384615385,16.974358974359,24.4618290598291
91.3076923076923,16.974358974359,21.7470617283951
93.1538461538462,16.974358974359,19.0322943969611
95,16.974358974359,16.3175270655271
23,32.9487179487179,13.6027597340931
24.8461538461538,32.9487179487179,10.8879924026591
26.6923076923077,32.9487179487179,8.17322507122508
28.5384615384615,32.9487179487179,5.45845773979108
30.3846153846154,32.9487179487179,2.74369040835708
32.2307692307692,32.9487179487179,0.0289230769230769
34.0769230769231,32.9487179487179,0.0178461538461538
35.9230769230769,32.9487179487179,0.0104682274247492
37.7692307692308,32.9487179487179,0.0120735785953177
39.6153846153846,32.9487179487179,0.0136789297658863
41.4615384615385,32.9487179487179,0.0152842809364549
43.3076923076923,32.9487179487179,0.0168896321070234
45.1538461538462,32.9487179487179,0.0185470085470085
47,32.9487179487179,0.0171794871794872
48.8461538461538,32.9487179487179,0.0174725274725275
50.6923076923077,32.9487179487179,0.0187912087912088
52.5384615384615,32.9487179487179,0.0184615384615384
54.3846153846154,32.9487179487179,0.0563076923076924
56.2307692307692,32.9487179487179,0.0369230769230769
58.0769230769231,32.9487179487179,0.04
59.9230769230769,32.9487179487179,0.0528205128205128
61.7692307692308,32.9487179487179,0.0928205128205132
63.6153846153846,32.9487179487179,0.358974358974359
65.4615384615385,32.9487179487179,0.27794871794872
67.3076923076923,32.9487179487179,0.647179487179487
69.1538461538462,32.9487179487179,1.1974358974359
71,32.9487179487179,2.84769230769231
72.8461538461538,32.9487179487179,4.7602564102564
74.6923076923077,32.9487179487179,6.79102564102564
76.5384615384615,32.9487179487179,8.75891861761428
78.3846153846154,32.9487179487179,10.6933667781494
80.2307692307692,32.9487179487179,12.6278149386845
82.0769230769231,32.9487179487179,14.5622630992196
83.9230769230769,32.9487179487179,16.5736581196581
85.7692307692308,32.9487179487179,18.9342735042735
87.6153846153846,32.9487179487179,21.2948888888889
89.4615384615385,32.9487179487179,23.6555042735043
91.3076923076923,32.9487179487179,19.7178945868946
93.1538461538462,32.9487179487179,15.7802849002849
95,32.9487179487179,11.8426752136752
23,48.9230769230769,7.90506552706553
24.8461538461538,48.9230769230769,3.96745584045584
26.6923076923077,48.9230769230769,0.0298461538461538
28.5384615384615,48.9230769230769,0.0187692307692308
30.3846153846154,48.9230769230769,0.01
32.2307692307692,48.9230769230769,0.01
34.0769230769231,48.9230769230769,0.01
35.9230769230769,48.9230769230769,0.0183589743589743
37.7692307692308,48.9230769230769,0.042974358974359
39.6153846153846,48.9230769230769,0.0176923076923077
41.4615384615385,48.9230769230769,0.01
43.3076923076923,48.9230769230769,0.0115692307692308
45.1538461538462,48.9230769230769,0.0192307692307692
47,48.9230769230769,0.0130461538461538
48.8461538461538,48.9230769230769,0.0133846153846154
50.6923076923077,48.9230769230769,0.0229230769230769
52.5384615384615,48.9230769230769,0.030923076923077
54.3846153846154,48.9230769230769,0.0444615384615385
56.2307692307692,48.9230769230769,0.0666153846153847
58.0769230769231,48.9230769230769,0.0966153846153846
59.9230769230769,48.9230769230769,0.126615384615385
61.7692307692308,48.9230769230769,0.180153846153846
63.6153846153846,48.9230769230769,0.301846153846154
65.4615384615385,48.9230769230769,0.536153846153847
67.3076923076923,48.9230769230769,0.946
69.1538461538462,48.9230769230769,1.81584615384616
71,48.9230769230769,2.99523076923077
72.8461538461538,48.9230769230769,4.38046153846153
74.6923076923077,48.9230769230769,5.74523076923077
